id,matches_played,goals_scored,total_yellow_cards,total_red_cards,tournaments_participated,team_id,family_name,given_name,role,matches_managed,matches_officiated,award_name
P-64475,3.0,3.0,1.0,0.0,1,T-71,Huh,Jung-moo,Midfielder,,,
P-64478,5.0,0.0,0.0,0.0,1,T-11,Makanaky,Cyrille,Midfielder,,,
P-64492,0.0,0.0,0.0,0.0,0,,Holmsen,Øivind,Defender,,,
P-64512,3.0,0.0,0.0,0.0,1,T-35,Beckeles,Brayan,Defender,,,
P-64525,3.0,0.0,0.0,0.0,1,T-44,Kaji,Mayumi,Defender,,,
P-64532,3.0,3.0,0.0,0.0,1,T-46,Rangel,Víctor,Forward,,,
P-64536,0.0,0.0,0.0,0.0,0,,Pietras,Peter,Midfielder,,,
P-64551,1.0,0.0,0.0,0.0,1,T-48,de Jong,Luuk,Forward,,,
P-64553,4.0,4.0,2.0,0.0,1,T-46,Peña,Gustavo,Defender,,,
P-64569,0.0,0.0,0.0,0.0,0,,Géczi,István,Goalkeeper,,,
P-64577,0.0,0.0,0.0,0.0,0,,Bentley,Roy,Forward,,,
P-64597,1.0,0.0,1.0,0.0,1,T-62,Smolnikov,Igor,Defender,,,
P-64606,4.0,0.0,0.0,0.0,1,T-50,Kanu,Uchenna,Forward,,,
P-64611,0.0,0.0,0.0,0.0,0,,Eich,Walter,Goalkeeper,,,
P-64619,1.0,0.0,0.0,0.0,1,T-69,Zahovič,Zlatko,Midfielder,,,
P-64624,3.0,0.0,1.0,0.0,1,T-71,Ko,Jong-soo,Midfielder,,,
P-64659,2.0,0.0,0.0,0.0,1,T-67,Đorđević,Nenad,Defender,,,
P-64663,0.0,0.0,0.0,0.0,0,,Byrne,Gerry,Defender,,,
P-64664,0.0,0.0,0.0,0.0,0,,Cruz,Fernando,Midfielder,,,
P-64668,0.0,0.0,0.0,0.0,0,,N'Diaye,Makhtar,Midfielder,,,
P-64688,5.0,0.0,1.0,0.0,2,T-64,Malpas,Maurice,Defender,,,
P-64697,0.0,0.0,0.0,0.0,0,,González,Aurelio,Forward,,,
P-64711,2.0,0.0,0.0,0.0,1,T-04,Garcia,Richard,Midfielder,,,
P-64718,6.0,0.0,2.0,0.0,2,T-71,Lee,Yong,Defender,,,
P-64760,3.0,0.0,0.0,0.0,1,T-20,Nedvěd,Pavel,Midfielder,,,
P-64761,0.0,0.0,0.0,0.0,0,,Paz,Aníbal,Goalkeeper,,,
P-64772,3.0,0.0,1.0,0.0,1,T-77,Mamam,Chérif Touré,Midfielder,,,
P-64777,3.0,0.0,0.0,0.0,1,T-46,Saucedo,Luz,Defender,,,
P-64783,0.0,0.0,0.0,0.0,0,,Davis,Miguel,Midfielder,,,
P-64788,0.0,1.0,0.0,0.0,1,,Pak,Doo-ik,Forward,,,
P-64796,1.0,0.0,0.0,0.0,1,T-60,O'Leary,David,Defender,,,
P-64823,0.0,0.0,0.0,0.0,0,,Søndergaard,Lise,Defender,,,
P-64825,0.0,0.0,0.0,0.0,0,,Niamien,Sandrine,Forward,,,
P-64835,0.0,0.0,0.0,0.0,0,,Tzavellas,Giorgos,Defender,,,
P-64841,0.0,0.0,0.0,0.0,0,,Harding,Dave,Defender,,,
P-64843,0.0,0.0,0.0,0.0,0,,Vodička,Antonín,Midfielder,,,
P-64864,5.0,0.0,0.0,0.0,2,T-28,Lennon,Aaron,Midfielder,,,
P-64893,1.0,0.0,0.0,0.0,1,T-50,Utaka,John,Forward,,,
P-64903,2.0,0.0,0.0,0.0,1,T-33,Fetfatzidis,Giannis,Midfielder,,,
P-64907,0.0,0.0,0.0,0.0,0,,Crawford,Hayley,Forward,,,
P-64908,2.0,0.0,0.0,0.0,1,T-71,Jang,Hyung-seok,Defender,,,
P-64922,4.0,4.0,0.0,0.0,1,T-06,Sonck,Wesley,Forward,,,
P-64924,3.0,0.0,1.0,0.0,1,T-79,Abdi,Ali,Defender,,,
P-64945,0.0,0.0,0.0,0.0,0,,Yeboah,Daniel,Goalkeeper,,,
P-64948,0.0,0.0,0.0,0.0,0,,Hjulian,Julius,Goalkeeper,,,
P-64954,8.0,0.0,0.0,0.0,2,T-09,Simone,not applicable,Forward,,,
P-64960,0.0,0.0,0.0,0.0,0,,Bishkar,Majid,Forward,,,
P-64961,1.0,0.0,0.0,0.0,1,T-44,Hattori,Toshihiro,Midfielder,,,
P-64962,3.0,3.0,1.0,0.0,1,T-73,Kiko,not applicable,Forward,,,
P-64967,0.0,1.0,0.0,0.0,1,,Frignani,Amleto,Forward,,,
P-64968,10.0,0.0,1.0,1.0,3,T-72,Bezsonov,Volodymyr,Midfielder,,,
P-65003,5.0,0.0,0.0,0.0,1,T-09,Leandro,not applicable,Defender,,,
P-65016,0.0,0.0,0.0,0.0,0,,Fuenzalida,José Pablo,Midfielder,,,
P-65019,4.0,0.0,1.0,0.0,1,T-03,Vivas,Nelson,Defender,,,
P-65033,1.0,0.0,0.0,0.0,1,T-50,Oluehi,Tochukwu,Goalkeeper,,,
P-65040,0.0,0.0,0.0,0.0,0,,Kim,Do-heon,Midfielder,,,
P-65049,2.0,0.0,0.0,0.0,1,T-62,Tsymbalar,Ilya,Midfielder,,,
P-65059,1.0,0.0,0.0,0.0,1,T-70,Mukansi,MacDonald,Midfielder,,,
P-65068,3.0,0.0,1.0,0.0,1,T-03,Chávez,Gabriela,Midfielder,,,
P-65077,3.0,0.0,1.0,0.0,1,T-38,Zarincheh,Javad,Defender,,,
P-65081,2.0,0.0,0.0,0.0,1,T-74,Blomqvist,Jesper,Midfielder,,,
P-65092,1.0,0.0,0.0,0.0,1,T-03,Trobbiani,Marcelo,Midfielder,,,
P-65099,0.0,0.0,0.0,0.0,0,,Sota,Isidoro,Goalkeeper,,,
P-65100,7.0,0.0,2.0,0.0,1,T-48,van Hanegem,Willem,Midfielder,,,
P-65105,2.0,0.0,1.0,0.0,1,T-62,Semshov,Igor,Midfielder,,,
P-65108,10.0,0.0,2.0,0.0,2,T-31,Jeremies,Jens,Midfielder,,,
P-65144,2.0,0.0,0.0,0.0,1,T-57,Teodorczyk,Łukasz,Forward,,,
P-65146,1.0,0.0,1.0,0.0,1,T-18,Jedvaj,Tin,Defender,,,
P-65159,6.0,0.0,0.0,0.0,1,T-83,Harvey,Mary,Goalkeeper,,,
P-65172,0.0,0.0,0.0,0.0,0,,Castellini,Luciano,Goalkeeper,,,
P-65174,3.0,0.0,1.0,0.0,1,T-28,Hateley,Mark,Forward,,,
P-65181,9.0,0.0,0.0,0.0,2,T-09,Caju,not applicable,Midfielder,,,
P-65182,14.0,42.0,0.0,0.0,2,T-18,Kramarić,Andrej,Forward,,,
P-65185,0.0,1.0,0.0,0.0,1,,McGhee,Bart,Forward,,,
P-65199,4.0,0.0,0.0,0.0,1,T-58,Guedes,Gonçalo,Forward,,,
P-65206,2.0,0.0,0.0,0.0,1,T-25,Arroyo,Michael,Midfielder,,,
P-65214,0.0,2.0,0.0,0.0,1,,Rojas,Eladio,Midfielder,,,
P-65216,2.0,0.0,0.0,0.0,1,T-32,Adiyiah,Dominic,Forward,,,
P-65220,0.0,4.0,0.0,0.0,1,,Zarra,Telmo,Forward,,,Bronze Boot
P-65224,5.0,10.0,0.0,0.0,1,T-28,Francis,Trevor,Forward,,,
P-65225,4.0,8.0,0.0,0.0,2,T-50,Okoroafor,Adaku,Forward,,,
P-65241,1.0,0.0,1.0,0.0,1,T-71,Lee,Lim-saeng,Defender,,,
P-65254,0.0,0.0,0.0,0.0,0,,Cebula,Ewald,Forward,,,
P-65280,0.0,0.0,0.0,0.0,0,,Septién,Carlos,Forward,,,
P-65283,4.0,4.0,0.0,0.0,1,T-73,Ufarte,Roberto López,Forward,,,
P-65285,0.0,0.0,0.0,0.0,0,,Fiedler,Bill,Midfielder,,,
P-65298,5.0,0.0,1.0,0.0,1,T-80,Penbe,Ergün,Midfielder,,,
P-65320,5.0,0.0,2.0,0.0,2,T-17,Acosta,Jhonny,Defender,,,
P-65322,3.0,0.0,0.0,0.0,2,T-51,Ho,Sun-hui,Midfielder,,,
P-65327,3.0,0.0,0.0,0.0,1,T-50,Odiah,Chidi,Defender,,,
P-65339,0.0,0.0,0.0,0.0,0,,Viertl,Rudolf,Forward,,,
P-65347,0.0,0.0,0.0,0.0,0,,Axelsson,Nils,Defender,,,
P-65348,4.0,0.0,0.0,0.0,1,T-53,Johnsen,Ronny,Defender,,,
P-65355,2.0,0.0,0.0,0.0,1,T-70,Motlhalo,Linda,Forward,,,
P-65367,2.0,0.0,0.0,0.0,1,T-18,Jelavić,Nikica,Forward,,,
P-65381,3.0,0.0,0.0,0.0,1,T-04,Halloran,Ben,Midfielder,,,
P-65386,0.0,0.0,0.0,0.0,0,,Piette,Samuel,Midfielder,,,
P-65387,3.0,0.0,0.0,0.0,2,T-71,Chung,Jong-soo,Defender,,,
P-65393,4.0,4.0,1.0,0.0,1,T-41,Ferraguzzi,Feriana,Midfielder,,,
P-65411,1.0,0.0,1.0,0.0,1,T-44,Moniwa,Teruyuki,Defender,,,
P-65422,0.0,0.0,0.0,0.0,0,,Di Lorto,Laurent,Goalkeeper,,,
P-65425,8.0,0.0,2.0,0.0,2,T-18,Vrsaljko,Šime,Defender,,,
P-65433,13.0,26.0,2.0,0.0,2,T-83,Ertz,Julie,Midfielder,,,
P-65434,5.0,0.0,1.0,0.0,1,T-21,Knoflíček,Ivo,Forward,,,
P-65453,1.0,0.0,0.0,0.0,1,T-61,Dulca,Cristian,Defender,,,
P-65458,0.0,0.0,0.0,0.0,0,,Cosme,Laura,Forward,,,
P-65462,2.0,0.0,0.0,0.0,1,T-52,Nelson,Sammy,Defender,,,
P-65484,0.0,1.0,0.0,0.0,1,,Ré,Cayetano,Forward,,,
P-65495,0.0,0.0,0.0,0.0,0,,Burley,George,Defender,,,
P-65498,2.0,0.0,1.0,0.0,1,T-09,Luís,Filipe,Defender,,,
P-65504,0.0,0.0,0.0,0.0,0,,Garcete,Tranquilino,Midfielder,,,
P-65506,0.0,2.0,0.0,0.0,1,,Dvořák,Milan,Forward,,,
P-65510,4.0,0.0,1.0,0.0,1,T-22,Gam-Pedersen,Annie,Forward,,,
P-65512,2.0,0.0,0.0,0.0,1,T-57,Szymański,Sebastian,Midfielder,,,
P-65514,0.0,0.0,0.0,0.0,0,,Gustavsson,Bengt,Defender,,,
P-65525,6.0,6.0,0.0,0.0,2,T-71,Seo,Jung-won,Forward,,,
P-65532,0.0,0.0,0.0,0.0,0,,Allgöwer,Karl,Midfielder,,,
P-65534,10.0,0.0,1.0,0.0,3,T-28,Lampard,Frank,Midfielder,,,
P-65568,6.0,0.0,1.0,0.0,2,T-73,Torrecilla,Virginia,Midfielder,,,
P-65590,3.0,0.0,0.0,0.0,1,T-20,Plašil,Jaroslav,Midfielder,,,
P-65611,6.0,0.0,2.0,0.0,2,T-70,Mokoena,Aaron,Defender,,,
P-65622,0.0,0.0,0.0,0.0,0,,Coe,Dan,Midfielder,,,
P-65631,7.0,7.0,1.0,0.0,2,T-13,Valdivia,Jorge,Midfielder,,,
P-65653,0.0,0.0,0.0,0.0,0,,Van Hoyweghen,Luc,Forward,,,
P-65659,10.0,10.0,2.0,0.0,3,T-84,Giménez,José,Defender,,,
P-65664,0.0,0.0,0.0,0.0,0,,Villalobos,Eberardo,Forward,,,
P-65688,0.0,0.0,0.0,0.0,0,,Werner,Jürgen,Defender,,,
P-65689,2.0,0.0,0.0,0.0,1,T-50,Kayode,Bunmi,Defender,,,
P-65694,0.0,0.0,0.0,0.0,0,,Kromkamp,Jan,Defender,,,
P-65696,0.0,0.0,0.0,0.0,0,,Andersson,Magnus,Defender,,,
P-65709,4.0,8.0,0.0,0.0,1,T-53,Ørmen,Linda,Forward,,,
P-65731,0.0,0.0,0.0,0.0,0,,Niño,Eduardo,Goalkeeper,,,
P-65733,0.0,0.0,0.0,0.0,0,,Benkhalidi,Fawzi,Midfielder,,,
P-65749,3.0,0.0,0.0,0.0,1,T-20,Štajner,Jiří,Forward,,,
P-65777,1.0,1.0,0.0,0.0,1,T-17,Vargas,Juan Pablo,Defender,,,
P-65800,0.0,0.0,0.0,0.0,0,,Khwanrudi,Saengchan,Defender,,,
P-65801,6.0,0.0,0.0,0.0,2,T-36,Sallai,Sándor,Defender,,,
P-65802,8.0,8.0,1.0,1.0,3,T-41,De Rossi,Daniele,Midfielder,,,
P-65804,0.0,0.0,0.0,0.0,0,,Viera,Ousmane,Defender,,,
P-65806,4.0,4.0,2.0,0.0,2,T-70,Issa,Pierre,Defender,,,
P-65816,2.0,0.0,0.0,0.0,1,T-43,Barrett,Warren,Goalkeeper,,,
P-65831,0.0,0.0,0.0,0.0,0,,Cheverda,Tatiana,Defender,,,
P-65840,7.0,0.0,0.0,0.0,1,T-57,Maszczyk,Zygmunt,Midfielder,,,
P-65845,0.0,0.0,0.0,0.0,0,,Navarro,Ramiro,Forward,,,
P-65859,1.0,0.0,0.0,0.0,1,T-27,Portillo,Jaime,Forward,,,
P-65870,3.0,3.0,0.0,0.0,1,T-50,Emeafu,Prisca,Defender,,,
P-65883,0.0,0.0,0.0,0.0,0,,Anwar,Sutan,Midfielder,,,
P-65885,0.0,5.0,0.0,0.0,1,,Piola,Silvio,Forward,,,Silver Boot
P-65887,1.0,0.0,0.0,0.0,1,T-30,Guillou,Jean-Marc,Midfielder,,,
P-65888,2.0,0.0,1.0,0.0,1,T-64,Bannon,Eamonn,Midfielder,,,
P-65896,3.0,0.0,0.0,0.0,1,T-11,Moukandjo,Benjamin,Forward,,,
P-65907,4.0,0.0,0.0,0.0,1,T-74,Wilhelmsson,Christian,Midfielder,,,
P-65910,10.0,10.0,0.0,0.0,2,T-14,Zhao,Lihong,Midfielder,,,
P-65913,3.0,0.0,1.0,0.0,1,T-71,Yoo,Young-sil,Defender,,,
P-65933,5.0,0.0,0.0,0.0,1,T-30,Cascarino,Delphine,Forward,,,
P-65940,0.0,2.0,0.0,0.0,2,,Varela,Obdulio,Midfielder,,,
P-65942,3.0,0.0,2.0,0.0,1,T-69,Jokić,Bojan,Defender,,,
P-65946,1.0,0.0,0.0,0.0,1,T-22,Fischer,Viktor,Forward,,,
P-65970,0.0,0.0,0.0,0.0,0,,Netto,Igor,Midfielder,,,
P-65974,0.0,0.0,0.0,0.0,0,,Lynch,Tom,Midfielder,,,
P-65975,2.0,2.0,0.0,0.0,1,T-28,Clarke,Jessica,Midfielder,,,
P-65978,3.0,0.0,1.0,0.0,1,T-50,Balogun,Leon,Defender,,,
P-65979,10.0,10.0,2.0,0.0,2,T-18,Rakitić,Ivan,Midfielder,,,
P-65982,6.0,18.0,0.0,0.0,1,T-83,Lavelle,Rose,Midfielder,,,Bronze Ball
P-65985,0.0,0.0,0.0,0.0,0,,Quesada,Vladimir,Defender,,,
P-65991,3.0,0.0,0.0,0.0,1,T-45,Mayouf,Abdullah,Defender,,,
P-66008,3.0,0.0,0.0,0.0,1,T-11,Onana,Elie,Defender,,,
P-66014,3.0,0.0,1.0,0.0,1,T-84,Saralegui,Mario,Midfielder,,,
P-66016,3.0,0.0,0.0,0.0,1,T-63,Aziz,Khaled,Midfielder,,,
P-66020,1.0,0.0,0.0,0.0,1,T-09,Weverton,not applicable,Goalkeeper,,,
P-66036,14.0,0.0,0.0,0.0,3,T-09,Andréia,not applicable,Goalkeeper,,,
P-66051,0.0,0.0,0.0,0.0,0,,Uprichard,Norman,Goalkeeper,,,
P-66055,3.0,3.0,0.0,0.0,1,T-79,Ghommidh,Néjib,Midfielder,,,
P-66065,0.0,0.0,0.0,0.0,0,,La Volpe,Ricardo,Goalkeeper,,,
P-66078,0.0,0.0,0.0,0.0,0,,Sullivan,Derrick,Defender,,,
P-66082,3.0,0.0,0.0,0.0,1,T-47,Rossi,Youssef,Defender,,,
P-66123,3.0,0.0,0.0,0.0,1,T-55,Struway,Estanislao,Midfielder,,,
P-66124,9.0,0.0,1.0,0.0,2,T-14,Wu,Haiyan,Defender,,,
P-66125,5.0,0.0,0.0,0.0,2,T-64,McGrain,Danny,Defender,,,
P-66148,6.0,6.0,1.0,0.0,1,T-44,Ariyoshi,Saori,Defender,,,
P-66165,1.0,0.0,0.0,0.0,1,T-86,Herget,Matthias,Defender,,,
P-66174,7.0,0.0,0.0,0.0,1,T-86,Schwarzenbeck,Hans-Georg,Defender,,,
P-66178,5.0,5.0,1.0,0.0,1,T-74,Mild,Håkan,Midfielder,,,
P-66184,3.0,0.0,2.0,0.0,1,T-66,Matić,Nemanja,Midfielder,,,
P-66199,5.0,5.0,1.0,0.0,1,T-46,Negrete,Manuel,Midfielder,,,
P-66219,5.0,0.0,3.0,0.0,2,T-71,Lee,Min-sung,Defender,,,
P-66224,0.0,0.0,0.0,0.0,0,,Jamieson,Yazmeen,Goalkeeper,,,
P-66228,7.0,0.0,2.0,1.0,2,T-16,Sánchez,Carlos,Midfielder,,,
P-66229,5.0,5.0,1.0,0.0,1,T-03,Cambiasso,Esteban,Midfielder,,,
P-66232,0.0,0.0,0.0,0.0,0,,Viola,Giovanni,Goalkeeper,,,
P-66254,11.0,11.0,2.0,0.0,2,T-03,Ardiles,Osvaldo,Midfielder,,,
P-66256,0.0,0.0,0.0,0.0,0,,Herkenrath,Fritz,Goalkeeper,,,
P-66263,0.0,0.0,0.0,0.0,0,,Kollmann,Walter,Midfielder,,,
P-66286,1.0,0.0,0.0,0.0,1,T-08,Bičakčić,Ermin,Defender,,,
P-66308,6.0,0.0,2.0,0.0,1,T-09,Júnior,Roque,Defender,,,
P-66310,3.0,0.0,0.0,0.0,1,T-51,Ri,Jun-il,Defender,,,
P-66316,7.0,7.0,0.0,0.0,2,T-32,Boateng,Kevin-Prince,Forward,,,
P-66322,3.0,0.0,0.0,0.0,1,T-10,Panov,Pavel,Forward,,,
P-66325,0.0,0.0,0.0,0.0,0,,Penverne,Armand,Midfielder,,,
P-66341,0.0,0.0,0.0,0.0,0,,Leguizamón,Victoriano,Midfielder,,,
P-66344,0.0,0.0,0.0,0.0,0,,Montemayor,Alfonso,Defender,,,
P-66365,11.0,11.0,1.0,0.0,2,T-41,Conti,Bruno,Forward,,,
P-66369,1.0,0.0,0.0,0.0,1,T-53,Vesterbekkmo,Silje,Goalkeeper,,,
P-66373,0.0,0.0,0.0,0.0,0,,Nossovsky,Yair,Goalkeeper,,,
P-66405,1.0,0.0,0.0,0.0,1,T-86,Netzer,Günter,Midfielder,,,
P-66410,3.0,0.0,0.0,0.0,2,T-71,Noh,Soo-jin,Midfielder,,,
P-66433,3.0,0.0,2.0,0.0,1,T-03,Banega,Éver,Midfielder,,,
P-66473,1.0,0.0,0.0,0.0,1,T-83,McDonald,Jessica,Forward,,,
P-66477,2.0,0.0,1.0,0.0,1,T-13,Suazo,Humberto,Forward,,,
P-66483,3.0,0.0,0.0,0.0,1,T-04,Karp,Tal,Midfielder,,,
P-66491,2.0,0.0,1.0,0.0,1,T-03,Ricotti,Mariela,Defender,,,
P-66504,0.0,0.0,0.0,0.0,0,,Gustavsson,Ragnar,Forward,,,
P-66524,0.0,0.0,0.0,0.0,0,,Alcindo,not applicable,Forward,,,
P-66543,0.0,0.0,0.0,0.0,0,,Hughton,Chris,Defender,,,
P-66554,0.0,0.0,0.0,0.0,0,,Bismarck,not applicable,Midfielder,,,
P-66559,0.0,0.0,0.0,0.0,0,,Mees,Victor,Midfielder,,,
P-66576,0.0,1.0,0.0,0.0,1,,Balcázar,Tomás,Forward,,,
P-66577,0.0,0.0,0.0,0.0,0,,Nefzi,Adel,Goalkeeper,,,
P-66580,0.0,0.0,0.0,0.0,0,,Ustari,Óscar,Goalkeeper,,,
P-66585,0.0,0.0,0.0,0.0,0,,Torrico,Marcelo,Goalkeeper,,,
P-66588,4.0,0.0,0.0,0.0,1,T-61,Marinescu,Lucian,Midfielder,,,
P-66590,2.0,0.0,0.0,0.0,1,T-03,Manicler,Ludmila,Forward,,,
P-66593,5.0,5.0,1.0,0.0,1,T-72,Chivadze,Aleksandr,Defender,,,
P-66596,2.0,0.0,0.0,0.0,1,T-50,Babatunde,Michael,Midfielder,,,
P-66598,1.0,0.0,0.0,0.0,1,T-48,Maduro,Hedwiges,Midfielder,,,
P-66610,0.0,0.0,0.0,0.0,0,,Charles,Mel,Midfielder,,,
P-66612,11.0,88.0,0.0,0.0,2,T-31,Šašić,Célia,Forward,,,Golden Boot
P-66615,1.0,0.0,0.0,0.0,1,T-30,Silvestre,Mikaël,Defender,,,
P-66635,0.0,0.0,0.0,0.0,0,,N'Diaye,Moussa,Defender,,,
P-66636,2.0,0.0,1.0,0.0,1,T-63,Al-Jassim,Taisir,Midfielder,,,
P-66638,3.0,0.0,1.0,0.0,1,T-16,Guarín,Fredy,Midfielder,,,
P-66639,1.0,0.0,1.0,0.0,1,T-05,Reinmayr,Hannes,Forward,,,
P-66658,5.0,0.0,0.0,0.0,2,T-28,Neville,Gary,Defender,,,
P-66681,1.0,0.0,0.0,0.0,1,T-57,Zieliński,Jacek,Defender,,,
P-66683,0.0,1.0,0.0,0.0,1,,Ambrois,Javier,Forward,,,
P-66684,3.0,3.0,0.0,0.0,1,T-84,Recoba,Álvaro,Midfielder,,,
P-66691,0.0,0.0,0.0,0.0,0,,Soria,Alberto,Defender,,,
P-66692,0.0,0.0,0.0,0.0,0,,Hassan,Mohammed,Forward,,,
P-66707,0.0,0.0,0.0,0.0,0,,Choi,Chung-min,Forward,,,
P-66723,0.0,0.0,0.0,0.0,0,,Hooper,Harry,Forward,,,
P-66734,2.0,0.0,0.0,0.0,1,T-10,Simeonov,Simeon,Goalkeeper,,,
P-66746,1.0,0.0,0.0,0.0,1,T-10,Gaganelov,Boris,Defender,,,
P-66765,0.0,0.0,0.0,0.0,0,,Kovačević,Vladica,Midfielder,,,
P-66785,0.0,0.0,0.0,0.0,0,,Sun,Rui,Defender,,,
P-66815,0.0,0.0,0.0,0.0,0,,Cássio,not applicable,Goalkeeper,,,
P-66817,3.0,0.0,0.0,0.0,1,T-17,Porras,José Francisco,Goalkeeper,,,
P-66818,0.0,0.0,0.0,0.0,0,,Nicholson,Bill,Midfielder,,,
P-66822,1.0,0.0,0.0,0.0,1,T-14,Pang,Fengyue,Defender,,,
P-66845,2.0,0.0,1.0,0.0,1,T-43,Schneider,Sydney,Goalkeeper,,,
P-66855,3.0,0.0,0.0,0.0,2,T-44,Kamionobe,Megumi,Defender,,,
P-66859,0.0,0.0,0.0,0.0,0,,Krogh,Mogens,Goalkeeper,,,
P-66860,0.0,0.0,0.0,0.0,0,,Muñoz,Horacio,Forward,,,
P-66864,0.0,0.0,0.0,0.0,0,,Luz,Luiz,Defender,,,
P-66870,0.0,0.0,0.0,0.0,0,,Boschker,Sander,Goalkeeper,,,
P-66877,4.0,0.0,0.0,0.0,2,T-14,Qu,Feifei,Midfielder,,,
P-66882,9.0,0.0,0.0,0.0,3,T-74,Thunebro,Sara,Defender,,,
P-66906,4.0,0.0,0.0,0.0,1,T-44,Gonda,Shūichi,Goalkeeper,,,
P-66907,3.0,3.0,0.0,0.0,1,T-62,Titov,Yegor,Midfielder,,,
P-66908,6.0,6.0,3.0,0.0,2,T-04,Moore,Craig,Defender,,,
P-66932,0.0,0.0,0.0,0.0,0,,Pedrinho,not applicable,Defender,,,
P-66939,0.0,0.0,0.0,0.0,0,,Paraná,not applicable,Forward,,,
P-66957,2.0,0.0,0.0,0.0,1,T-62,Ternavsky,Vladislav,Defender,,,
P-66969,0.0,0.0,0.0,0.0,0,,Tae-hwan,Kim,Defender,,,
P-66972,0.0,0.0,0.0,0.0,0,,Airosa,Marco,Defender,,,
P-66980,4.0,0.0,0.0,0.0,1,T-46,Calderón,Ignacio,Goalkeeper,,,
P-66982,3.0,0.0,0.0,0.0,1,T-53,Pedersen,Cecilie,Forward,,,
P-67000,0.0,0.0,0.0,0.0,0,,Metodiev,Vasil,Midfielder,,,
P-67001,0.0,0.0,0.0,0.0,0,,Carvalho,Joaquim,Goalkeeper,,,
P-67012,4.0,0.0,0.0,0.0,2,T-11,Makoun,Jean,Midfielder,,,
P-67013,0.0,0.0,0.0,0.0,0,,Vilches,Héctor,Defender,,,
P-67034,0.0,0.0,0.0,0.0,0,,Olsson,Gunnar,Forward,,,
P-67035,0.0,0.0,0.0,0.0,0,,Al-Aqidi,Nawaf,Goalkeeper,,,
P-67041,0.0,0.0,0.0,0.0,0,,Pereira,Nélson,Goalkeeper,,,
P-67053,4.0,0.0,1.0,0.0,1,T-46,Muñoz,Carlos,Midfielder,,,
P-67089,1.0,0.0,0.0,0.0,1,T-04,Cummings,Jason,Forward,,,
P-67107,0.0,0.0,0.0,0.0,0,,Deplazes,Barla,Forward,,,
P-67113,3.0,3.0,0.0,0.0,1,T-62,Kokorin,Aleksandr,Forward,,,
P-67127,1.0,0.0,0.0,0.0,1,T-11,Onana,André,Goalkeeper,,,
P-67129,1.0,0.0,0.0,0.0,1,T-30,Digne,Lucas,Defender,,,
P-67142,2.0,0.0,0.0,0.0,1,T-36,Kiprich,József,Forward,,,
P-67143,1.0,0.0,0.0,0.0,1,T-41,Ferrara,Ciro,Defender,,,
P-67164,3.0,0.0,0.0,0.0,1,T-57,Brożek,Paweł,Forward,,,
P-67168,6.0,0.0,2.0,0.0,2,T-11,Womé,Pierre,Defender,,,
P-67172,0.0,0.0,0.0,0.0,0,,Asensi,Vicente,Defender,,,
P-67176,2.0,0.0,1.0,0.0,1,T-54,Ávila,Ricardo,Midfielder,,,
P-67181,0.0,0.0,0.0,0.0,0,,Astrada,Leonardo,Midfielder,,,
P-67185,0.0,1.0,0.0,0.0,1,,Radaković,Petar,Midfielder,,,
P-67187,2.0,0.0,0.0,0.0,1,T-56,Navarro,José,Defender,,,
P-67189,1.0,0.0,0.0,0.0,1,T-32,Adomah,Albert,Midfielder,,,
P-67199,0.0,0.0,0.0,0.0,0,,Velázquez,José,Forward,,,
P-67204,10.0,10.0,0.0,0.0,2,T-53,Espeseth,Gro,Midfielder,,,Silver Ball
P-67216,3.0,0.0,0.0,0.0,1,T-22,Jørgensen,Nicolai,Forward,,,
P-67223,1.0,0.0,0.0,0.0,1,T-30,Casseleux,Anne-Laure,Defender,,,
P-67226,0.0,0.0,0.0,0.0,0,,Isaksen,Magnar,Forward,,,
P-67232,8.0,8.0,0.0,1.0,3,T-83,Wynalda,Eric,Forward,,,
P-67250,2.0,2.0,0.0,0.0,1,T-42,Kalou,Bonaventure,Forward,,,
P-67256,3.0,0.0,0.0,0.0,1,T-81,Rotan,Ruslan,Midfielder,,,
P-67264,2.0,0.0,0.0,0.0,1,T-22,Poulsen,Jakob,Midfielder,,,
P-67273,0.0,0.0,0.0,0.0,0,,Shin,Yung-kyoo,Defender,,,
P-67274,4.0,8.0,0.0,0.0,1,T-61,Balint,Gabi,Forward,,,
P-67283,0.0,0.0,0.0,0.0,0,,Müller,Claudia,Forward,,,
P-67290,3.0,0.0,1.0,0.0,1,T-35,Bengtson,Jerry,Forward,,,
P-67297,6.0,6.0,0.0,0.0,1,T-30,Umtiti,Samuel,Defender,,,
P-67307,6.0,0.0,1.0,0.0,1,T-28,Pearce,Stuart,Defender,,,
P-67309,3.0,0.0,0.0,0.0,1,T-06,Puis,Wilfried,Forward,,,
P-67329,3.0,3.0,1.0,0.0,1,T-74,Strömberg,Glenn,Midfielder,,,
P-67332,0.0,0.0,0.0,0.0,0,,Mattler,Étienne,Defender,,,
P-67346,0.0,0.0,0.0,0.0,0,,Rey,Kurt,Defender,,,
P-67353,0.0,0.0,0.0,0.0,0,,Kraus,Katja,Goalkeeper,,,
P-67358,3.0,0.0,0.0,0.0,1,T-05,Pfeifenberger,Heimo,Forward,,,
P-67363,0.0,0.0,0.0,0.0,0,,Cabrera,René,Midfielder,,,
P-67377,15.0,15.0,3.0,0.0,3,T-31,Krahn,Annike,Defender,,,
