year,tournament_name_match,stage_name_match,team_name,goals_for,goals_against,goal_differential,win,lose,draw_team,match_id,win_rate,avg_goals_per_match,avg_conceded_per_match
2019,2019 FIFA Women's World Cup,group stage,Sweden,7,3,1.3333333333333333,2,1,0,3,66.66666666666666,2.3333333333333335,1.0
2019,2019 FIFA Women's World Cup,group stage,Thailand,1,20,-6.333333333333333,0,3,0,3,0.0,0.3333333333333333,6.666666666666667
2019,2019 FIFA Women's World Cup,group stage,United States,18,0,6.0,3,0,0,3,100.0,6.0,0.0
2019,2019 FIFA Women's World Cup,quarter-final,England,3,0,3.0,1,0,0,1,100.0,3.0,0.0
2019,2019 FIFA Women's World Cup,quarter-final,France,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2019,2019 FIFA Women's World Cup,quarter-final,Germany,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2019,2019 FIFA Women's World Cup,quarter-final,Italy,0,2,-2.0,0,1,0,1,0.0,0.0,2.0
2019,2019 FIFA Women's World Cup,quarter-final,Netherlands,2,0,2.0,1,0,0,1,100.0,2.0,0.0
2019,2019 FIFA Women's World Cup,quarter-final,Norway,0,3,-3.0,0,1,0,1,0.0,0.0,3.0
2019,2019 FIFA Women's World Cup,quarter-final,Sweden,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2019,2019 FIFA Women's World Cup,quarter-final,United States,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2019,2019 FIFA Women's World Cup,round of 16,Australia,1,1,0.0,0,1,0,1,0.0,1.0,1.0
2019,2019 FIFA Women's World Cup,round of 16,Brazil,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2019,2019 FIFA Women's World Cup,round of 16,Cameroon,0,3,-3.0,0,1,0,1,0.0,0.0,3.0
2019,2019 FIFA Women's World Cup,round of 16,Canada,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2019,2019 FIFA Women's World Cup,round of 16,China,0,2,-2.0,0,1,0,1,0.0,0.0,2.0
2019,2019 FIFA Women's World Cup,round of 16,England,3,0,3.0,1,0,0,1,100.0,3.0,0.0
2019,2019 FIFA Women's World Cup,round of 16,France,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2019,2019 FIFA Women's World Cup,round of 16,Germany,3,0,3.0,1,0,0,1,100.0,3.0,0.0
2019,2019 FIFA Women's World Cup,round of 16,Italy,2,0,2.0,1,0,0,1,100.0,2.0,0.0
2019,2019 FIFA Women's World Cup,round of 16,Japan,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2019,2019 FIFA Women's World Cup,round of 16,Netherlands,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2019,2019 FIFA Women's World Cup,round of 16,Nigeria,0,3,-3.0,0,1,0,1,0.0,0.0,3.0
2019,2019 FIFA Women's World Cup,round of 16,Norway,1,1,0.0,1,0,0,1,100.0,1.0,1.0
2019,2019 FIFA Women's World Cup,round of 16,Spain,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2019,2019 FIFA Women's World Cup,round of 16,Sweden,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2019,2019 FIFA Women's World Cup,round of 16,United States,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2019,2019 FIFA Women's World Cup,semi-final,England,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2019,2019 FIFA Women's World Cup,semi-final,Netherlands,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2019,2019 FIFA Women's World Cup,semi-final,Sweden,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2019,2019 FIFA Women's World Cup,semi-final,United States,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2019,2019 FIFA Women's World Cup,third-place match,England,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2019,2019 FIFA Women's World Cup,third-place match,Sweden,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2022,2022 FIFA Men's World Cup,final,Argentina,3,3,0.0,1,0,0,1,100.0,3.0,3.0
2022,2022 FIFA Men's World Cup,final,France,3,3,0.0,0,1,0,1,0.0,3.0,3.0
2022,2022 FIFA Men's World Cup,group stage,Argentina,5,2,1.0,2,1,0,3,66.66666666666666,1.6666666666666667,0.6666666666666666
2022,2022 FIFA Men's World Cup,group stage,Australia,3,4,-0.3333333333333333,2,1,0,3,66.66666666666666,1.0,1.3333333333333333
2022,2022 FIFA Men's World Cup,group stage,Belgium,1,2,-0.3333333333333333,1,1,1,3,33.33333333333333,0.3333333333333333,0.6666666666666666
2022,2022 FIFA Men's World Cup,group stage,Brazil,3,1,0.6666666666666666,2,1,0,3,66.66666666666666,1.0,0.3333333333333333
2022,2022 FIFA Men's World Cup,group stage,Cameroon,4,4,0.0,1,1,1,3,33.33333333333333,1.3333333333333333,1.3333333333333333
2022,2022 FIFA Men's World Cup,group stage,Canada,2,7,-1.6666666666666667,0,3,0,3,0.0,0.6666666666666666,2.3333333333333335
2022,2022 FIFA Men's World Cup,group stage,Costa Rica,3,11,-2.6666666666666665,1,2,0,3,33.33333333333333,1.0,3.6666666666666665
2022,2022 FIFA Men's World Cup,group stage,Croatia,4,1,1.0,1,0,2,3,33.33333333333333,1.3333333333333333,0.3333333333333333
2022,2022 FIFA Men's World Cup,group stage,Denmark,1,3,-0.6666666666666666,0,2,1,3,0.0,0.3333333333333333,1.0
2022,2022 FIFA Men's World Cup,group stage,Ecuador,4,3,0.3333333333333333,1,1,1,3,33.33333333333333,1.3333333333333333,1.0
2022,2022 FIFA Men's World Cup,group stage,England,9,2,2.3333333333333335,2,0,1,3,66.66666666666666,3.0,0.6666666666666666
2022,2022 FIFA Men's World Cup,group stage,France,6,3,1.0,2,1,0,3,66.66666666666666,2.0,1.0
2022,2022 FIFA Men's World Cup,group stage,Germany,6,5,0.3333333333333333,1,1,1,3,33.33333333333333,2.0,1.6666666666666667
2022,2022 FIFA Men's World Cup,group stage,Ghana,5,7,-0.6666666666666666,1,2,0,3,33.33333333333333,1.6666666666666667,2.3333333333333335
2022,2022 FIFA Men's World Cup,group stage,Iran,4,7,-1.0,1,2,0,3,33.33333333333333,1.3333333333333333,2.3333333333333335
2022,2022 FIFA Men's World Cup,group stage,Japan,4,3,0.3333333333333333,2,1,0,3,66.66666666666666,1.3333333333333333,1.0
2022,2022 FIFA Men's World Cup,group stage,Mexico,2,3,-0.3333333333333333,1,1,1,3,33.33333333333333,0.6666666666666666,1.0
2022,2022 FIFA Men's World Cup,group stage,Morocco,4,1,1.0,2,0,1,3,66.66666666666666,1.3333333333333333,0.3333333333333333
2022,2022 FIFA Men's World Cup,group stage,Netherlands,5,1,1.3333333333333333,2,0,1,3,66.66666666666666,1.6666666666666667,0.3333333333333333
2022,2022 FIFA Men's World Cup,group stage,Poland,2,2,0.0,1,1,1,3,33.33333333333333,0.6666666666666666,0.6666666666666666
2022,2022 FIFA Men's World Cup,group stage,Portugal,6,4,0.6666666666666666,2,1,0,3,66.66666666666666,2.0,1.3333333333333333
2022,2022 FIFA Men's World Cup,group stage,Qatar,1,7,-2.0,0,3,0,3,0.0,0.3333333333333333,2.3333333333333335
2022,2022 FIFA Men's World Cup,group stage,Saudi Arabia,3,5,-0.6666666666666666,1,2,0,3,33.33333333333333,1.0,1.6666666666666667
2022,2022 FIFA Men's World Cup,group stage,Senegal,5,4,0.3333333333333333,2,1,0,3,66.66666666666666,1.6666666666666667,1.3333333333333333
2022,2022 FIFA Men's World Cup,group stage,Serbia,5,8,-1.0,0,2,1,3,0.0,1.6666666666666667,2.6666666666666665
2022,2022 FIFA Men's World Cup,group stage,South Korea,4,4,0.0,1,1,1,3,33.33333333333333,1.3333333333333333,1.3333333333333333
2022,2022 FIFA Men's World Cup,group stage,Spain,9,3,2.0,1,1,1,3,33.33333333333333,3.0,1.0
2022,2022 FIFA Men's World Cup,group stage,Switzerland,4,3,0.3333333333333333,2,1,0,3,66.66666666666666,1.3333333333333333,1.0
2022,2022 FIFA Men's World Cup,group stage,Tunisia,1,1,0.0,1,1,1,3,33.33333333333333,0.3333333333333333,0.3333333333333333
2022,2022 FIFA Men's World Cup,group stage,United States,2,1,0.3333333333333333,1,0,2,3,33.33333333333333,0.6666666666666666,0.3333333333333333
2022,2022 FIFA Men's World Cup,group stage,Uruguay,2,2,0.0,1,1,1,3,33.33333333333333,0.6666666666666666,0.6666666666666666
2022,2022 FIFA Men's World Cup,group stage,Wales,1,6,-1.6666666666666667,0,2,1,3,0.0,0.3333333333333333,2.0
2022,2022 FIFA Men's World Cup,quarter-finals,Argentina,2,2,0.0,1,0,0,1,100.0,2.0,2.0
2022,2022 FIFA Men's World Cup,quarter-finals,Brazil,1,1,0.0,0,1,0,1,0.0,1.0,1.0
2022,2022 FIFA Men's World Cup,quarter-finals,Croatia,1,1,0.0,1,0,0,1,100.0,1.0,1.0
2022,2022 FIFA Men's World Cup,quarter-finals,England,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2022,2022 FIFA Men's World Cup,quarter-finals,France,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2022,2022 FIFA Men's World Cup,quarter-finals,Morocco,1,0,1.0,1,0,0,1,100.0,1.0,0.0
2022,2022 FIFA Men's World Cup,quarter-finals,Netherlands,2,2,0.0,0,1,0,1,0.0,2.0,2.0
2022,2022 FIFA Men's World Cup,quarter-finals,Portugal,0,1,-1.0,0,1,0,1,0.0,0.0,1.0
2022,2022 FIFA Men's World Cup,round of 16,Argentina,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2022,2022 FIFA Men's World Cup,round of 16,Australia,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
2022,2022 FIFA Men's World Cup,round of 16,Brazil,4,1,3.0,1,0,0,1,100.0,4.0,1.0
2022,2022 FIFA Men's World Cup,round of 16,Croatia,1,1,0.0,1,0,0,1,100.0,1.0,1.0
2022,2022 FIFA Men's World Cup,round of 16,England,3,0,3.0,1,0,0,1,100.0,3.0,0.0
2022,2022 FIFA Men's World Cup,round of 16,France,3,1,2.0,1,0,0,1,100.0,3.0,1.0
2022,2022 FIFA Men's World Cup,round of 16,Japan,1,1,0.0,0,1,0,1,0.0,1.0,1.0
2022,2022 FIFA Men's World Cup,round of 16,Morocco,0,0,0.0,1,0,0,1,100.0,0.0,0.0
2022,2022 FIFA Men's World Cup,round of 16,Netherlands,3,1,2.0,1,0,0,1,100.0,3.0,1.0
2022,2022 FIFA Men's World Cup,round of 16,Poland,1,3,-2.0,0,1,0,1,0.0,1.0,3.0
2022,2022 FIFA Men's World Cup,round of 16,Portugal,6,1,5.0,1,0,0,1,100.0,6.0,1.0
2022,2022 FIFA Men's World Cup,round of 16,Senegal,0,3,-3.0,0,1,0,1,0.0,0.0,3.0
2022,2022 FIFA Men's World Cup,round of 16,South Korea,1,4,-3.0,0,1,0,1,0.0,1.0,4.0
2022,2022 FIFA Men's World Cup,round of 16,Spain,0,0,0.0,0,1,0,1,0.0,0.0,0.0
2022,2022 FIFA Men's World Cup,round of 16,Switzerland,1,6,-5.0,0,1,0,1,0.0,1.0,6.0
2022,2022 FIFA Men's World Cup,round of 16,United States,1,3,-2.0,0,1,0,1,0.0,1.0,3.0
2022,2022 FIFA Men's World Cup,semi-finals,Argentina,3,0,3.0,1,0,0,1,100.0,3.0,0.0
2022,2022 FIFA Men's World Cup,semi-finals,Croatia,0,3,-3.0,0,1,0,1,0.0,0.0,3.0
2022,2022 FIFA Men's World Cup,semi-finals,France,2,0,2.0,1,0,0,1,100.0,2.0,0.0
2022,2022 FIFA Men's World Cup,semi-finals,Morocco,0,2,-2.0,0,1,0,1,0.0,0.0,2.0
2022,2022 FIFA Men's World Cup,third-place match,Croatia,2,1,1.0,1,0,0,1,100.0,2.0,1.0
2022,2022 FIFA Men's World Cup,third-place match,Morocco,1,2,-1.0,0,1,0,1,0.0,1.0,2.0
